pdf_page,printed_page,text_char_count,image_count,text_layer_status,parser_used,text_sha256
1,,328,3,TEXT_AVAILABLE,pymupdf_text,fdd7b82530a2720f692bd983616bdb53a50bbcc8695f6bdde072939d6ac80157
2,1,292,0,TEXT_AVAILABLE,pymupdf_text,719a200d3f89b323f4dd02a2a060ed40f406a24a7018c166598156fce488682d
3,2,980,0,TEXT_AVAILABLE,pymupdf_text,8afeae9a585362764cc38a1268a2b97cbda6566a9abc15dcbfb9031c6c374e50
4,3,903,1,TEXT_AVAILABLE,pymupdf_text,ff9f849d8ca2d9e9dbf3dd7052509aac8672a0e28f09527fb88bb363ba6ce016
5,4,316,0,TEXT_AVAILABLE,pymupdf_text,69466fb8fda94e78624d6338455f047b6ee432f225b08452d2e4522125fa526c
6,5,2912,0,TEXT_AVAILABLE,pymupdf_text,7e52b2afde07065a8bbe341ffa70cff589f6e8fe012a48d5f9387f79d61180d3
7,6,2541,0,TEXT_AVAILABLE,pymupdf_text,4e789bff38277108eb00cb8f81e0ef7dd9b5aeec1f7d1fa6336e795e00d59113
8,7,2633,0,TEXT_AVAILABLE,pymupdf_text,dd797f67d030ee2c36417262c30dcb78b004da00edd68f0a583fc03e53aa06b1
9,8,2556,0,TEXT_AVAILABLE,pymupdf_text,6647903d3cccd607c5db7a90f56e88890caa2cf6e0c14fb62bd38eea15f8aad5
10,9,1045,0,TEXT_AVAILABLE,pymupdf_text,b2f1300dfedc8888649e4a9d868f8306f8cded21dafbd5ff33f8fdb7a86a97d7
11,10,917,0,TEXT_AVAILABLE,pymupdf_text,9622baaac0b7336ca2cee06835a21e44249bba822609511006a70e3b0500969e
12,11,1193,0,TEXT_AVAILABLE,pymupdf_text,0920fdeca8c4e32218ca79ae7ec1ef91df4d29f9d4abd59c63d5dd511474a6db
13,12,1105,0,TEXT_AVAILABLE,pymupdf_text,8dd1224eb8b8f95e3069b6b5879157b8d8634f7260202670c4d8d941fcf61498
14,13,1448,0,TEXT_AVAILABLE,pymupdf_text,0f57c1c54d463010563a590a3f463d7b5ae86c65db627beb0445bb1362023fc1
15,14,672,0,TEXT_AVAILABLE,pymupdf_text,2d748134a87cf6caefe21107605e3d6815cb226fe994b8adec5a3fa57c2f4fa1
16,15,732,0,TEXT_AVAILABLE,pymupdf_text,faa6e44bfa0af664b040b975eb532d692dc0791e85379ba35f458527f753f4bb
17,16,1086,0,TEXT_AVAILABLE,pymupdf_text,0f4b2991f51496ea4702b43282380812345a3f4807d04e16952b3e74b4c4f726
18,17,973,0,TEXT_AVAILABLE,pymupdf_text,deaf1ac80c2f32e53e8ba430e8b8c65f2dc698f42d39014c3e15c3ef4dacc78c
19,18,957,0,TEXT_AVAILABLE,pymupdf_text,e19a3327512eb21435ec627814808b60fb47c75930fcbdb61c9eb62cf7eab22c
20,19,915,0,TEXT_AVAILABLE,pymupdf_text,c54e960010c0b8204a289b64f7892eae174d18e327bf586b60b4c7d394da9056
21,20,966,0,TEXT_AVAILABLE,pymupdf_text,62f828a08aa1844850f118e1b3ae0a95316a840585d3c1a6b458cbb4b0d5c417
22,21,1040,0,TEXT_AVAILABLE,pymupdf_text,1a6f81a7a0b2ca7063280277c1551d1ab474cffd20660b3c06d4060006b9e986
23,22,1136,0,TEXT_AVAILABLE,pymupdf_text,b7096b1a6863d7782a9be7f6c3dc4dde378d9b499068c88ab59166e62cc491e3
24,23,787,0,TEXT_AVAILABLE,pymupdf_text,1f0d89547d37845b815cf241486aa300038c67572c499941d904fbb69d5e8611
25,24,1045,0,TEXT_AVAILABLE,pymupdf_text,d5389fa3124ebf999c95f969ee86e6020430712c32342d11c5f0d7b4419b9239
26,25,1048,0,TEXT_AVAILABLE,pymupdf_text,39644d7ed1ef85313543f4c8ffed8d71e0734a6600eaac88c3d938c2394e6af0
27,26,1047,0,TEXT_AVAILABLE,pymupdf_text,3b9405a9e84e969cf983b6064ea8ecc9ce44ea5282a33309def2e5a96b29d202
28,27,1313,0,TEXT_AVAILABLE,pymupdf_text,aaf58b8111dba8e16ba70123af412c3bdff52c20576ce8c16bec0f8d8b6caa67
29,28,1002,0,TEXT_AVAILABLE,pymupdf_text,25ec3c3d60c371de53c62287ee3e564880dfa90772c506fbebca6d55e1634e1b
30,29,983,0,TEXT_AVAILABLE,pymupdf_text,3d0d00f13864e22cb37fdbe3846bf7bc0da8af03dbf9b9f5099409eb0fdf52de
31,30,1016,0,TEXT_AVAILABLE,pymupdf_text,f26cee0a11e909a67d18e16947b31dbc1d9279a15e9c0b1c1455670dd28b9561
32,31,979,0,TEXT_AVAILABLE,pymupdf_text,e3221e2ac79587755d2c5c8b24b8d7eb56698458ecacf12856d07fd458ff5b0b
33,32,936,0,TEXT_AVAILABLE,pymupdf_text,d804e5604872c653a96a03840b3cf8ff7ed5dc64a6652c313187f1e70c1bcf5c
34,33,1034,0,TEXT_AVAILABLE,pymupdf_text,a06cc6d6403a50daef0faf12488a312dce591c7a9fcc431d22788f3b1b2acd0a
35,34,1068,0,TEXT_AVAILABLE,pymupdf_text,b281c3851cb85662755bb513af2ca6ce2129c231566999d23b43c0ee9f2282e6
36,35,880,0,TEXT_AVAILABLE,pymupdf_text,30a90d45095ed5b6e26c81ea73d154694ccea35b56e3dc29ed047c22c9c2cb94
37,36,1003,0,TEXT_AVAILABLE,pymupdf_text,4b5ca65d6ed0b523a184689fe38dde594dfc9265d1c8d918727273052210369d
38,37,1010,0,TEXT_AVAILABLE,pymupdf_text,a3649c84889b1b739151bc8864e12afac1c997d618a76975f2c1458f758469b3
39,38,1122,0,TEXT_AVAILABLE,pymupdf_text,0766fa85e5bf96cf80f3c7ad4fae11106d8095b4a27035ef5eca336416bad8c4
40,39,1081,0,TEXT_AVAILABLE,pymupdf_text,501fe69e31fbe94ce2bcd5852d923d79a4d8bf9813a4659f6735ecd14affea4b
41,40,1054,0,TEXT_AVAILABLE,pymupdf_text,ff388066bd4b2a10378a30021277c788bf0558da966dc166d714c47eaa219479
42,41,1186,0,TEXT_AVAILABLE,pymupdf_text,f5b88bba3ea714512d17ec3a7c139ce0adc3451ae621e70fbbe29b87ed61d7e8
43,42,1192,0,TEXT_AVAILABLE,pymupdf_text,edc5483e2308a352948c4e49e1143e2269373965d00a242f81f17ab2ace5e208
44,43,1077,0,TEXT_AVAILABLE,pymupdf_text,6efde7841f31d5480f3c92c8f1993cb6ae006f96e753edbe9263c46ccfac99c6
45,44,982,0,TEXT_AVAILABLE,pymupdf_text,072249b33fcb6ea32d0a4f54c560f1e83687395663881cb335e191211b240f87
46,45,910,0,TEXT_AVAILABLE,pymupdf_text,2fffcb7022c83f40ae9dd7392e8aacbe03b2ed3a43ffd63ed6714d22de1d5018
47,46,467,0,TEXT_AVAILABLE,pymupdf_text,1213698f9d8375517ca5fd6c7454bc98031beece2bd6c01c81feb1a020d99775
48,47,604,0,TEXT_AVAILABLE,pymupdf_text,1ee2718b987fa48537d84499db2c58f8f96d658b484347ecc08496244f610930
49,48,972,0,TEXT_AVAILABLE,pymupdf_text,823ac24ddcec7f85313a4f8df9eca5e343d0976d20abdce98a28ab0daa08467c
50,49,759,0,TEXT_AVAILABLE,pymupdf_text,d578e1455ab7223c144de05feb1749a440b3d1330a7b41073e884de3d9c854c8
51,50,957,0,TEXT_AVAILABLE,pymupdf_text,0a8fc626fa16275b1a2560d285da04e1821912597ef24f685e7fa5ab82c242cf
52,51,127,0,TEXT_AVAILABLE,pymupdf_text,353866f63fefd8b4f602a65cae5c480dd0eba1bbd29c5145944c2a5c5368676f
53,52,903,0,TEXT_AVAILABLE,pymupdf_text,38e67de936aee003b0f99b959d1ff56151ab1e35b9a74f94e6c12b5b43b89bf0
54,53,1011,0,TEXT_AVAILABLE,pymupdf_text,e597a8ebcc0f34bcc54fe11695f901f91df762a261ccefcaa50549dc9e085c28
55,54,995,0,TEXT_AVAILABLE,pymupdf_text,d5f4fb8b2adab74446da112429aeb408d793a8ed3775cb34956573d0ef5396a2
56,55,190,1,SPARSE_TEXT_WITH_IMAGE,pymupdf_text,47ff013b744758884a3a607f7af22e6a5b62c765a52e6b9b0b3cf861c5d3d78f
57,56,66,1,IMAGE_DOMINANT,pymupdf_text,eeebb9ca9dc88a519c52629c92ac371c4e796cb0aa6ecbff9897c8f72918817d
58,57,637,1,TEXT_AVAILABLE,pymupdf_text,ed6bc339002e9cc6daa59fd615c50f7e38005e0b732f7ac0909521307791cf84
59,58,1088,0,TEXT_AVAILABLE,pymupdf_text,12fa7cecb88e89b7c69281829ab45bb68f5b91f8ec25237e8f95701c81d9612c
60,59,975,0,TEXT_AVAILABLE,pymupdf_text,a138e25748f68da5b37fe0b2287cef30d8a7d79cb7013c8574d8532efc9ec805
61,60,939,0,TEXT_AVAILABLE,pymupdf_text,8973ce44f17ebdb52dc648a722071f655e1dd111a5a67fad41b41c2d0eccaba7
62,61,904,0,TEXT_AVAILABLE,pymupdf_text,1edeb38860f641022677088d55e9a6dc959da6b68d512706c2bf377ff758b208
63,62,979,0,TEXT_AVAILABLE,pymupdf_text,28ea329db8700dbd9b51cd33975535565bb16bddcff7bb806af09262e6bc76f8
64,63,941,0,TEXT_AVAILABLE,pymupdf_text,c0e20c454eb38564fb526fe148f7f90d5766469bc1a6c9485d08034f74af8354
65,64,922,0,TEXT_AVAILABLE,pymupdf_text,eb43b9afc23921ae06f7577ef3424175a7ebd6215870ac5d7b738332e9b3ffd2
66,65,1213,0,TEXT_AVAILABLE,pymupdf_text,50f73afcf2c13830925d7fe488656c7cd7b73bbd873bf3d06b26df2283b65cf2
67,66,1360,0,TEXT_AVAILABLE,pymupdf_text,34601a9df4e7c51f15d588397325a32745be1e4da541404ce7ea2e089e1730eb
68,67,1253,0,TEXT_AVAILABLE,pymupdf_text,a616f538759bef519dc4e992ebd76da56aa3434bb227a64349c4efe89ae79e4d
69,68,892,0,TEXT_AVAILABLE,pymupdf_text,a4b15d2ee6fb62d0fcafcb0f3f170d1d90fe0398dbd0b6cb0501e9132be12066
70,69,914,0,TEXT_AVAILABLE,pymupdf_text,17939419628a9cc63e5a19e4b2062b6be8637a5b9f2ae008256ba4cb20d06fc7
71,70,890,0,TEXT_AVAILABLE,pymupdf_text,08710740f8a7b99de865afdedacc7ed34e890e9e727438331ba8aeef3421ea6b
72,71,958,0,TEXT_AVAILABLE,pymupdf_text,aff437c278c2200ef3cd29ce706aff3c4bd7e3fc24ec784674aff508a4cbbfe9
73,72,97,1,SPARSE_TEXT_WITH_IMAGE,pymupdf_text,fe9562f2a024e9938533efbd55fe4c4d2b90354e36fe5ad55565a6e0ae694a88
74,73,466,1,TEXT_AVAILABLE,pymupdf_text,ba6bb4aa998d9900d5aeac966566eab82fb8dec634590d7e73b1831af0a84f86
75,74,1025,0,TEXT_AVAILABLE,pymupdf_text,a3f025e3a040adedfbdc7c64721104f170d7542dd3182b7e2aca46d8c2067234
76,75,927,0,TEXT_AVAILABLE,pymupdf_text,f5829febd5d4b8112f0602ca8f8d6d7f5784617f70cd462c6b929b1dc8322bab
77,76,857,0,TEXT_AVAILABLE,pymupdf_text,e094960ced3f3bc33989cece7f7d557f2b9a7c616b6301c218f71f21d0625044
78,77,1113,0,TEXT_AVAILABLE,pymupdf_text,66b2ab2cc5f8ae30e2b1a730e7a30440be1066eba313a36919edbc47cfa908dc
79,78,1202,0,TEXT_AVAILABLE,pymupdf_text,420c54573d92b943b46218ed60f602870f17643c5d7c3f87aefd28d9674134dc
80,79,919,0,TEXT_AVAILABLE,pymupdf_text,1a7eb45a27c1aa58d53f8061be16900e46f3162704b58e25940eee01ca774a08
81,80,957,0,TEXT_AVAILABLE,pymupdf_text,194898b12354712102b14ddb140094fe0d5aa5c9c8dbda869431971d91daa5b5
82,81,977,0,TEXT_AVAILABLE,pymupdf_text,a45da688ed89b7452cc9079b1448286cf6a0a73366ad8210539996f76d86f9c8
83,82,929,0,TEXT_AVAILABLE,pymupdf_text,322e87d386aa4f675afafc57e60367cb35253e161859484e24ca5044b402f042
84,83,1056,0,TEXT_AVAILABLE,pymupdf_text,018f65f552edc8d5627e0be55414a4243b2d2b20fd0333cc0b027c1e96c98f45
85,84,962,0,TEXT_AVAILABLE,pymupdf_text,ec48dc1b42f8f9f61819791fb46c83740092c5a1b91fccbc68ce70fd18bbe937
86,85,835,0,TEXT_AVAILABLE,pymupdf_text,640466931fd08bc84a88147ff2f031f71ae5bd291c867fd67dc5d4bde46f9a71
87,86,1029,0,TEXT_AVAILABLE,pymupdf_text,fc1768e7d2ae3a119b2c1bf922c7d366178048c0686528e5242364922b1f7956
88,87,863,0,TEXT_AVAILABLE,pymupdf_text,654a18a42021baaaf286c18e677ea1410ccd307e5872202a39d1fd888be2157a
89,88,979,0,TEXT_AVAILABLE,pymupdf_text,28f8e8c16cc56917fcc32a4b32e34f9765bfb323f777287f38ab3180665ca1d8
90,89,1150,0,TEXT_AVAILABLE,pymupdf_text,3febacb89e74b7c7a19a04e5864d065dbbb284d5649badab1aa6d6d63e72b090
91,90,898,0,TEXT_AVAILABLE,pymupdf_text,5d0027febb4b99e2a00d49052291e3abcbe64352a8e02e1a1a4f650c35d33067
92,91,1400,0,TEXT_AVAILABLE,pymupdf_text,f5eccf1c5f231e11802a4bec19b3dc2555d3d6b9c2d58236bbd4c44334e3a787
93,92,972,0,TEXT_AVAILABLE,pymupdf_text,e93cf6966a4adf5e9c1d0c9c848fec55645b7934d7e27d3e7c721f402e8e3221
94,93,833,0,TEXT_AVAILABLE,pymupdf_text,a92f4e182216843dba2e9880338baeed19c0039cac68414440bceab161d85e13
95,94,1149,0,TEXT_AVAILABLE,pymupdf_text,fac552b4237764ad043e971e033de9f7540af83a50de5e450e7037f88deb5ed5
96,95,1480,0,TEXT_AVAILABLE,pymupdf_text,ca7ddc1395b321a94651dc2d3466fd37c0dfa94792003109831d20b64becaed8
97,96,1493,0,TEXT_AVAILABLE,pymupdf_text,21be669cd247654ad5dd5ffaef903daea5a052a66703b869d591d47d87d2d0e3
98,97,1081,0,TEXT_AVAILABLE,pymupdf_text,847aa697c187fe28ebe003d91a022243a722c262b7c2c52a6d50e71752b92760
99,98,1036,0,TEXT_AVAILABLE,pymupdf_text,0cdbc295d850831901ed60e37c004c35a632bb31047c952f984b1e881011f12d
100,99,1052,0,TEXT_AVAILABLE,pymupdf_text,fb4961517cc3f3723572ff6b53b5f902c1f693e074d38401bcb01a6a9b320a7f
101,100,1208,0,TEXT_AVAILABLE,pymupdf_text,a2efdda26cc9443a8d7020cc73f9729c7763cdd0557a8da518ae23d266b1a524
102,101,979,0,TEXT_AVAILABLE,pymupdf_text,8712322a984e457dc222a8c8c0fef9d9ec80d30653701b81858b66bbd9a4d99a
103,102,889,0,TEXT_AVAILABLE,pymupdf_text,2915fac92740694365cbc058b755be0166d9e17b84b7b834d2345a7f05c14a14
104,103,1173,0,TEXT_AVAILABLE,pymupdf_text,2fbd5a7ff74de5ae7d14b596be31dd671688cd77776d8ebe23c0316a48936e4d
105,104,893,0,TEXT_AVAILABLE,pymupdf_text,644e75984f28bbc96f219ca9f7f31fe03f130ee0d7c487ab920e2d73de0e2718
106,105,941,0,TEXT_AVAILABLE,pymupdf_text,115e65e85b2c0d679407de592315a3c0d954bf8602ede42717a5dd61b735bc72
107,106,946,0,TEXT_AVAILABLE,pymupdf_text,28f77f1e354949af643ffceec256c626005876185b501f9871be7a08eb7507d0
108,107,932,0,TEXT_AVAILABLE,pymupdf_text,dc7feec673f6ea53ba3d4cb8dba98c3a9db41f1c18bfb347a71b3a535d33fa73
109,108,811,0,TEXT_AVAILABLE,pymupdf_text,4bdae69cc245893f5fcb3f9eb3108d4174f298531135b6408d18b37ece879bb7
110,109,802,0,TEXT_AVAILABLE,pymupdf_text,23c01518332947e6ed3d6d1ec50e8808d3dc32a4a7b0856762c86941df09dda3
111,110,729,0,TEXT_AVAILABLE,pymupdf_text,7b9e1472bb6990a2a38385c333f5b43dc694bbb8a1fcdf55993dd3dec6082d08
112,111,879,0,TEXT_AVAILABLE,pymupdf_text,27c3bfaaabf157eb6e9729e7f34558fd22cff55745c064891a5a2bb22a08d748
113,112,1526,0,TEXT_AVAILABLE,pymupdf_text,c39ca39b0c1122c48812d4d0c789f50af5dc020f85802451cb5599a38e3a687e
114,113,1087,0,TEXT_AVAILABLE,pymupdf_text,c77f09b08269a4df6488bce7bde2d953e603c8c11cf1bd22550a00c681db46f9
115,114,1000,0,TEXT_AVAILABLE,pymupdf_text,554e97675512b5fbc1b2ca5417c64303905b8c9bdccf7c26eafac65aaef53808
116,115,960,0,TEXT_AVAILABLE,pymupdf_text,18ab01704b6e2dd5eba3692717ff629ea9896ac2319da277da6c217bb215e1e7
117,116,1081,0,TEXT_AVAILABLE,pymupdf_text,6ff688c3c28ec7990d94585ebebbb0a286d449c43e50e7d1e7a97b1d94e30c59
118,117,925,0,TEXT_AVAILABLE,pymupdf_text,637bd9de0ddab4e8b2d1d02d84f175688c654491bc732c6e6c969bd0bd4d1785
119,118,883,0,TEXT_AVAILABLE,pymupdf_text,a3a4afa9224470ebd6c3ddd84c9ff54bedd2d1768b4377bd36867214affc5bff
120,119,817,0,TEXT_AVAILABLE,pymupdf_text,e42c2eac2a1cc766d51a73b671aa521be1dd57ea0f314c13cf3484a2cadddd61
121,120,585,0,TEXT_AVAILABLE,pymupdf_text,25b07423837af2865eaa18cb00e7096184f6e1a8c2ae158a5717239d304c320c
122,121,853,0,TEXT_AVAILABLE,pymupdf_text,78bf347f3a35392e8b3c751ad86c82ade493ed7001838bea41add12c98650bb0
123,122,985,0,TEXT_AVAILABLE,pymupdf_text,da5150078754d4f70c2726ede5b6e93d574db9c7f4f6a81bd01b4dfe69bf5e84
124,123,1124,0,TEXT_AVAILABLE,pymupdf_text,c08d1959e78ddd1bbd9b96c8c8dce2e3ea3588dac633a9024e4858818174c2ea
125,124,901,0,TEXT_AVAILABLE,pymupdf_text,4abba4ae38fdc56098955fc09cd44bd1972eebb31a42d0c612a6ef9d594d4869
126,125,618,0,TEXT_AVAILABLE,pymupdf_text,263b5c0e512cce9e5775cf179e55b5a83337f99d22b7e5d5fd0ce694fe574e16
127,126,661,1,TEXT_AVAILABLE,pymupdf_text,b0ae86f0a0493420cd94752f26d964827516e746c9384dccc3311549391197ba
128,127,710,1,TEXT_AVAILABLE,pymupdf_text,8b2cf9233181d6a91a252978c628c6a637a4b117abbb2caceef4deac975fe414
129,128,1003,0,TEXT_AVAILABLE,pymupdf_text,05753dcac51e5e94c4a65ab1ce66f58498b3cb9786f3122fcb726c5c4bddfd55
130,129,604,5,TEXT_AVAILABLE,pymupdf_text,efb973a325522a590722cac30692bf5404d019a2b89ae98df02e50e0ebed0f9a
131,130,868,7,TEXT_AVAILABLE,pymupdf_text,8a282d8e4f762ba815a9fcfed193d9f7857c6d302cc877c39e0cc050d3842d9e
132,131,628,1,TEXT_AVAILABLE,pymupdf_text,69b8593b9f7d7a0dcd3c2121c2eff7fcadfabe97b0ce91a008c534139929af4c
133,132,851,0,TEXT_AVAILABLE,pymupdf_text,b1dae2ecc45a79c9c27bbaceb0d8da9d639f06632a047d18f6579876a030daef
134,133,523,1,TEXT_AVAILABLE,pymupdf_text,45288e85291eb22f96a0fadf55911f397b0ce466df1951e55d89faa14beafd84
135,134,1039,0,TEXT_AVAILABLE,pymupdf_text,cc567afc8c2bf3ba3f7389708e78be41ee717ecc4c1bfd22847c60885324a763
136,135,825,0,TEXT_AVAILABLE,pymupdf_text,6e0faa6ce5f6620b3e7f976beb7e8d62470d841d379908ea4ee9b06e376ccfb6
137,136,1074,0,TEXT_AVAILABLE,pymupdf_text,c5fbdda9a574a9f4dc4e7a0ec1bd35afcabe8f19d28a2207531929e0a7c5fa74
138,137,483,1,TEXT_AVAILABLE,pymupdf_text,34206533b3b023ea702a184beb3a74d900abad8e01876e3d80f79b15fb7c1725
139,138,858,0,TEXT_AVAILABLE,pymupdf_text,bfd568f42bfc2d35808477566d0ff604c4694de5040f82fbc29834d3706e3687
140,139,1020,0,TEXT_AVAILABLE,pymupdf_text,f634f6692676938e8748a6169cd79bb72051aa5932874b6e447ebcd60fdb41ee
141,140,879,0,TEXT_AVAILABLE,pymupdf_text,6d908ecfde7e0579b4b491146e83b25fb12072aff78f5880e0e158a4341636cf
142,141,94,1,SPARSE_TEXT_WITH_IMAGE,pymupdf_text,3710c389033b8f55e56257f03405e3ed62026cced3da6c51abf21aa246c7afe6
143,142,457,2,TEXT_AVAILABLE,pymupdf_text,42c7d1ffee8066165bb32b79ec2f67ac8bf11762d7f4fd5a4de24c8caa60eac2
144,143,680,1,TEXT_AVAILABLE,pymupdf_text,abf9ceec9139470102eea3ac3c16a4baab20bb6e8da3d1264f37d7d17937e25c
145,144,1270,0,TEXT_AVAILABLE,pymupdf_text,a9344cc33002586072c01226728a8673f3e88037d4b3ed402f1be90823e18dc6
146,145,930,0,TEXT_AVAILABLE,pymupdf_text,67e80f59b8561a0f7fb8fc88421f085c519f9fa1f77a233ae217add8f7f44b64
147,146,938,0,TEXT_AVAILABLE,pymupdf_text,4578b351cb336f7d2da8a9db207dfbb6346eedc3ddfdf7dcdbff77db70a5660c
148,147,1055,0,TEXT_AVAILABLE,pymupdf_text,7615464b707064276a5bdef673cda7ee99256f578499da344e82a7091d0241fe
